id,linked order id,Type,service time,ORDERREFERENCE,labels,ACCOUNTNAME,location name,CUSTOMERCOMPANYNAME,CUSTOMERCONTACTNAME,location id,location zip code,location street,location city,location country,latitude,longitude,CUSTOMERMOBILE,CUSTOMERTELEPHONE,CUSTOMEREMAIL,volume,weight,capacity 1,QUANTITYUNIT1,capacity 2,QUANTITYUNIT2,capacity 3,absolute timewindows,time window type,description,tags,location counted as stop,location stop time,lifo group,DEFAULT TEMPERATURE,TASK ID,TIME_WINDOWS_V2
NSW_286286_DEL,NSW_286286_P,Delivery,0,135046,METRO AREA 1 NSW,Cakes by Sweethearts,"Cakes by Sweethearts,",Liveat Green Sydney Chl Nfl Z1 #acc30,,NSW_40592_545,NSW 2020,Liveat Green Sydney Chl Nfl Z1 #acc30 |Shop T2-260 Domestic Sydney Airport ,MASCOT,AU,-33.9329411,151.1800107,,,test4@test.com,0.528,28.6,11,Items,0,Pallets,0,2025/05/19 20:00:00+00:00 - 2025/05/20 09:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286286_DEL,1
NSW_286316_P,NSW_286316_DEL,Pickup,1,710747,METRO AREA 3 NSW,Angeles Fine Foods Australia,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.192,24.86,4,Items,0,Pallets,0,2025/05/19 21:00:00+00:00 - 2025/05/20 07:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n\n0\n\nNA,Chiller 0C to +4C - . - . - .,,10,,999,NSW_286316_P,1
NSW_286316_DEL,NSW_286316_P,Delivery,0,710747,METRO AREA 3 NSW,Angeles Fine Foods Australia,"Angeles Fine Foods Australia,",Fruit World - Penrith,,NSW_39784_421,NSW 2750,"Fruit World - Penrith |Nepean Village, Shop Mm001 Cnr Stahon St & Woodriff St ",PENRITH,AU,-33.7570423,150.6921434,,,test4@test.com,0.192,24.86,4,Items,0,Pallets,0,2025/05/19 21:00:00+00:00 - 2025/05/20 07:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n\n0\n\nNA,Chiller 0C to +4C - . - . - .,TRUE,,,999,NSW_286316_DEL,1
NSW_286317_P,NSW_286317_DEL,Pickup,1,710769,METRO AREA 2 NSW,Angeles Fine Foods Australia,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.192,14.3,4,Items,0,Pallets,0,2025/05/19 23:30:00+00:00 - 2025/05/20 06:30:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n\n0\n\nNA,Chiller 0C to +4C - . - . - .,,10,,999,NSW_286317_P,1
NSW_286317_DEL,NSW_286317_P,Delivery,0,710769,METRO AREA 2 NSW,Angeles Fine Foods Australia,"Angeles Fine Foods Australia,",Sandhurst To Go,,NSW_33595_421,NSW 2228,Sandhurst To Go |4 Kiama Street ,MIRANDA,AU,-34.0228015,151.1055056,,,test4@test.com,0.192,14.3,4,Items,0,Pallets,0,2025/05/19 23:30:00+00:00 - 2025/05/20 06:30:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n\n0\n\nNA,Chiller 0C to +4C - . - . - .,TRUE,,,999,NSW_286317_DEL,1
NSW_286318_P,NSW_286318_DEL,Pickup,1,710781,METRO AREA 2 NSW,Angeles Fine Foods Australia,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.048,10.972,1,Items,0,Pallets,0,2025/05/19 21:00:00+00:00 - 2025/05/20 04:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\nAmy 0424 971 687. Please deliver Tuesday morning to front house\n0\n\nNA,Chiller 0C to +4C - . - . - .,,10,,999,NSW_286318_P,1
NSW_286318_DEL,NSW_286318_P,Delivery,0,710781,METRO AREA 2 NSW,Angeles Fine Foods Australia,"Angeles Fine Foods Australia,",Ellis Hospitality Management,,NSW_46975_421,NSW 2229,Ellis Hospitality Management |533a Willarong Road ,CARINGBAH SOUTH,AU,-34.0604575,151.107212,,,test4@test.com,0.048,10.972,1,Items,0,Pallets,0,2025/05/19 21:00:00+00:00 - 2025/05/20 04:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\nAmy 0424 971 687. Please deliver Tuesday morning to front house\n0\n\nNA,Chiller 0C to +4C - . - . - .,TRUE,,,999,NSW_286318_DEL,1
NSW_286319_P,NSW_286319_DEL,Pickup,1,710734,WOLLONGONG & SHELLHARBOUR,Angeles Fine Foods Australia,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.144,19.006,3,Items,0,Pallets,0,2025/05/19 21:30:00+00:00 - 2025/05/20 07:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n\n0\n\nNA,Chiller 0C to +4C - . - . - .,,10,,999,NSW_286319_P,1
NSW_286319_DEL,NSW_286319_P,Delivery,0,710734,WOLLONGONG & SHELLHARBOUR,Angeles Fine Foods Australia,"Angeles Fine Foods Australia,",Lake Heights Cellars & Deli,,NSW_33859_421,NSW 2502,"Lake Heights Cellars & Deli |Shop 1 & 2, 20-22 Weringa Avenue ",LAKE HEIGHTS,AU,-34.4810334,150.872111,,,test4@test.com,0.144,19.006,3,Items,0,Pallets,0,2025/05/19 21:30:00+00:00 - 2025/05/20 07:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n\n0\n\nNA,Chiller 0C to +4C - . - . - .,TRUE,,,999,NSW_286319_DEL,1
NSW_286320_P,NSW_286320_DEL,Pickup,1,710728,WOLLONGONG & SHELLHARBOUR,Angeles Fine Foods Australia,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.624,63.7,13,Items,0,Pallets,0,2025/05/19 21:00:00+00:00 - 2025/05/20 07:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n\n0\n\nNA,Chiller 0C to +4C - . - . - .,,10,,999,NSW_286320_P,1
NSW_286320_DEL,NSW_286320_P,Delivery,0,710728,WOLLONGONG & SHELLHARBOUR,Angeles Fine Foods Australia,"Angeles Fine Foods Australia,",Foodworks Tarrawanna,,NSW_36711_421,NSW 2518,"Foodworks Tarrawanna |Shop 1 & 3, 104 Meadow Street ",TARRAWANNA,AU,-34.3814287,150.8875866,,,test4@test.com,0.624,63.7,13,Items,0,Pallets,0,2025/05/19 21:00:00+00:00 - 2025/05/20 07:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n\n0\n\nNA,Chiller 0C to +4C - . - . - .,TRUE,,,999,NSW_286320_DEL,1
NSW_286322_P,NSW_286322_DEL,Pickup,1,710793,KIAMA & NOWRA,Angeles Fine Foods Australia,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.24,32.23,5,Items,0,Pallets,0,2025/05/19 21:00:00+00:00 - 2025/05/20 07:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n\n0\n\nNA,Chiller 0C to +4C - . - . - .,,10,,999,NSW_286322_P,1
NSW_286322_DEL,NSW_286322_P,Delivery,15,710793,KIAMA & NOWRA,Angeles Fine Foods Australia,"Angeles Fine Foods Australia,",Iga Berry,,NSW_32416_421,NSW 2535,Iga Berry |123 Queen Street ,BERRY,AU,-34.7753994,150.6978463,,,test4@test.com,0.24,32.23,5,Items,0,Pallets,0,2025/05/19 21:00:00+00:00 - 2025/05/20 07:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n\n0\n\nNA,Chiller 0C to +4C - . - . - .,TRUE,,,999,NSW_286322_DEL,1
NSW_286324_P,NSW_286324_DEL,Pickup,1,710766,METRO AREA 1 NSW,Angeles Fine Foods Australia,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.096,15.178,2,Items,0,Pallets,0,2025/05/19 21:00:00+00:00 - 2025/05/20 07:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\nMorning delivery please\n0\n\nNA,Chiller 0C to +4C - . - . - .,,10,,999,NSW_286324_P,1
NSW_286324_DEL,NSW_286324_P,Delivery,0,710766,METRO AREA 1 NSW,Angeles Fine Foods Australia,"Angeles Fine Foods Australia,",Wholesome Food Works,,NSW_46257_421,NSW 2210,"Wholesome Food Works |Unit 3, 35-37 Norman Street ",PEAKHURST,AU,-33.9635664,151.063919,,,test4@test.com,0.096,15.178,2,Items,0,Pallets,0,2025/05/19 21:00:00+00:00 - 2025/05/20 07:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\nMorning delivery please\n0\n\nNA,Chiller 0C to +4C - . - . - .,TRUE,,,999,NSW_286324_DEL,1
NSW_286325_P,NSW_286325_DEL,Pickup,1,710807,KIAMA & NOWRA,Angeles Fine Foods Australia,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.288,53,6,Items,0,Pallets,0,2025/05/19 21:00:00+00:00 - 2025/05/20 07:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n\n0\n\nNA,Chiller 0C to +4C - . - . - .,,10,,999,NSW_286325_P,1
NSW_286325_DEL,NSW_286325_P,Delivery,15,710807,KIAMA & NOWRA,Angeles Fine Foods Australia,"Angeles Fine Foods Australia,",Nowra Farmers Market,,NSW_755_421,NSW 2541,Nowra Farmers Market |111 North Street ,NOWRA,AU,-34.8729402,150.6073206,,,test4@test.com,0.288,53,6,Items,0,Pallets,0,2025/05/19 21:00:00+00:00 - 2025/05/20 07:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n\n0\n\nNA,Chiller 0C to +4C - . - . - .,TRUE,,,999,NSW_286325_DEL,1
NSW_286329_P,NSW_286329_DEL,Pickup,1,710838,KIAMA & NOWRA,Angeles Fine Foods Australia,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,0.288,55.84,6,Items,0,Pallets,0,2025/05/19 21:00:00+00:00 - 2025/05/20 07:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n\n0\n\nNA,Chiller 0C to +4C - . - . - .,,10,,999,NSW_286329_P,1
NSW_286329_DEL,NSW_286329_P,Delivery,0,710838,KIAMA & NOWRA,Angeles Fine Foods Australia,"Angeles Fine Foods Australia,",Nowra Fresh 2,,NSW_39943_421,NSW 2541,Nowra Fresh 2 |Cnr Moss And Princes Hwy ,NOWRA,AU,-34.8725376,150.6062173,,,test4@test.com,0.288,55.84,6,Items,0,Pallets,0,2025/05/19 21:00:00+00:00 - 2025/05/20 07:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n\n0\n\nNA,Chiller 0C to +4C - . - . - .,TRUE,,,999,NSW_286329_DEL,1
NSW_286330_P,NSW_286330_DEL,Pickup,1,710729-710803,WOLLONGONG & SHELLHARBOUR,Angeles Fine Foods Australia,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,1.536,192.961,32,Items,0,Pallets,0,2025/05/19 21:00:00+00:00 - 2025/05/20 07:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n\n0\n\nNA,Chiller 0C to +4C - . - . - .,,10,,999,NSW_286330_P,1
NSW_286330_DEL,NSW_286330_P,Delivery,0,710729-710803,WOLLONGONG & SHELLHARBOUR,Angeles Fine Foods Australia,"Angeles Fine Foods Australia,",Leisure Coast Fruit And Deli,,NSW_32443_421,NSW 2519,Leisure Coast Fruit And Deli |75 Princes Hwy ,FAIRY MEADOW,AU,-34.396804,150.891989,,,test4@test.com,1.536,192.961,32,Items,0,Pallets,0,2025/05/19 21:00:00+00:00 - 2025/05/20 07:00:00+00:00,Service Arrival,Chiller 0C to +4C\n.\n.\n\n0\n\nNA,Chiller 0C to +4C - . - . - .,TRUE,,,999,NSW_286330_DEL,1
NSW_286332_P,NSW_286332_DEL,Pickup,1,4 Pallets Bulla,METRO AREA 2 NSW,CHILL INTERNAL,Chill NSW,**Chill NSW,,NSW_5,NSW 2100,**Chill NSW|2/128 Old Pittwater rd ,BROOKVALE,AU,-33.7666568,151.2611993,,,test4@test.com,3.529,0,0,Items,2,Pallets,2,2025/05/19 17:30:00+00:00 - 2025/05/20 13:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,,10,,999,NSW_286332_P,1
NSW_286332_DEL,NSW_286332_P,Delivery,30,4 Pallets Bulla,METRO AREA 2 NSW,CHILL INTERNAL,"CHILL INTERNAL,John",Sub Xero,John,NSW_41199_29,NSW 2766,Sub Xero |1-5 Interchange Dr 2,EASTERN CREEK,AU,-33.80384,150.8446785,,,test4@test.com,3.529,0,0,Items,2,Pallets,2,2025/05/20 02:00:00+00:00 - 2025/05/20 05:30:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286332_DEL,1
NSW_285349_PU,NSW_285350_DEL,Pickup,0,PO-49778,HUNTER VALLEY,CellSera,"CellSera,",Cellsera Australia,,NSW_42104_405,NSW 2320,Cellsera Australia |13 Paddock Place ,RUTHERFORD,AU,-32.7109303,151.5066051,,,test4@test.com,3.744,530,0,Items,2,Pallets,2,2025/05/19 22:30:00+00:00 - 2025/05/19 23:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n42 cartons / Authority to leave: No \n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_285349_PU,1
NSW_286075_PU,NSW_286076_DEL,Pickup,15,Luke Willshire - 9566219 - 19/05,METRO AREA 1 NSW,Australian Whole Foods,"Australian Whole Foods,",Qantas Freight Domestic - T2,,NSW_183_669,NSW 2020,Qantas Freight Domestic - T2 |Link rd ,MASCOT,AU,-33.92904538,151.1672605,,,test4@test.com,0.27,5,1,Items,0,Pallets,0,2025/05/19 20:00:00+00:00 - 2025/05/20 08:00:00+00:00,Service Arrival,"Frozen -18C to -20C\n.\n.\nCollect from Qantas
AWB: 081-14890971

Deliver same day
/ Authority to leave: No
\n0\n\nNA",Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286075_PU,1
NSW_286233_PU,NSW_286234_DEL,Pickup,0,842669,METRO AREA 2 NSW,Blackmores (Distribution),"Blackmores (Distribution),",Blackmores,,NSW_31869_464,NSW 2766,Blackmores |1  Rudders St ,EASTERN CREEK,AU,-33.7931468,150.867386,,,test4@test.com,1.224,84,0,Items,1,Pallets,0,2025/05/19 22:30:00+00:00 - 2025/05/20 06:30:00+00:00,Service Arrival,Pharma Chilled +2C to +8C\n.\n.\n\n0\n\nNA,Pharma Chilled +2C to +8C - . - . - .,TRUE,,,999,NSW_286233_PU,1
NSW_286253_PU,NSW_286254_DEL,Pickup,15,9278357247,METRO AREA 2 NSW,JACOBS DOUWE EGBERTS,"JACOBS DOUWE EGBERTS,",Silk Contract Logistics,,NSW_7792_219,NSW 2766,Silk Contract Logistics |54 Eastern Creek Drive ,EASTERN CREEK,AU,-33.8083662,150.8342133,,,test4@test.com,0,75,0,Items,1,Pallets,0,2025/05/19 22:00:00+00:00 - 2025/05/20 07:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n\n0\n\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286253_PU,1
NSW_285350_DEL,NSW_285349_PU,Delivery,0,PO-49778,METRO AREA 1 NSW,CellSera,"CellSera,",Jim Ogden,,NSW_46848_405,NSW 2010,Jim Ogden |Garvan Inst Of Medical Research - Entry Via West St - Off Burton St - Rear Of Bldg ,DARLINGHURST,AU,-33.8791267,151.2214505,,,test4@test.com,3.744,530,0,Items,2,Pallets,2,2025/05/20 01:00:00+00:00 - 2025/05/20 03:00:00+00:00,Service Arrival,Frozen -18C to -20C\n.\n.\n42 cartons / Authority to leave: No \n0\nEntry via West St - Off Burton St - Rear of BLDG\nNA,Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_285350_DEL,1
NSW_286076_DEL,NSW_286075_PU,Delivery,0,Luke Willshire - 9566219 - 19/05,METRO AREA 1 NSW,Australian Whole Foods,"Australian Whole Foods,",Akela Phillips,,NSW_46195_669,NSW 2086,"Akela Phillips |Ground Floor, Building B 20 Rodborough Road ",FRENCHS FOREST,AU,-33.7544222,151.2487705,,,test4@test.com,0.27,5,1,Items,0,Pallets,0,2025/05/19 23:00:00+00:00 - 2025/05/20 07:00:00+00:00,Service Arrival,"Frozen -18C to -20C\n.\n.\nCollect from Qantas
AWB: 081-14890971

Deliver same day
/ Authority to leave: No
\n0\n\nNA",Frozen minus 18C to minus 20C - . - . - .,TRUE,,,999,NSW_286076_DEL,1
NSW_286234_DEL,NSW_286233_PU,Delivery,0,842669,OF HPS,Blackmores (Distribution),"Blackmores (Distribution),",Hps C/o Collins Transport,,NSW_26267_464,NSW 2766,Hps C/o Collins Transport |31 Honeycombe Drive ,EASTERN CREEK,AU,-33.8058804,150.8375662,,,test4@test.com,1.224,84,0,Items,1,Pallets,0,2025/05/19 22:30:00+00:00 - 2025/05/20 06:30:00+00:00,Service Arrival,Pharma Chilled +2C to +8C\n.\n.\n\n0\n\nNA,Pharma Chilled +2C to +8C - . - . - .,TRUE,,,999,NSW_286234_DEL,1
NSW_286254_DEL,NSW_286253_PU,Delivery,0,9278357247,OF HPS,JACOBS DOUWE EGBERTS,"JACOBS DOUWE EGBERTS,",Hps C/o Collins Transport,,NSW_26267_219,NSW 2766,Hps C/o Collins Transport |31 Honeycombe Drive ,EASTERN CREEK,AU,-33.8058804,150.8375662,,,test4@test.com,0,75,0,Items,1,Pallets,0,2025/05/19 14:00:00+00:00 - 2025/05/19 14:00:00+00:00,Service Arrival,Frozen -18C to -20C\nNA\n.\n\n0\n\nNA,Frozen minus 18C to minus 20C - NA - . - .,TRUE,,,999,NSW_286254_DEL,1
